"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Nckap11"	7.07553235005391e-19	0.254771546159829	0.456	0.255	1.66819826217221e-14	"4"	"Nckap1"
"Acbd6"	7.50984298899346e-19	0.322867653564179	0.338	0.169	1.77059568151499e-14	"4"	"Acbd6"
"Appbp22"	7.98573375857409e-19	0.384028994369286	0.36	0.191	1.88279644825901e-14	"4"	"Appbp2"
"Sh3glb21"	1.06392953904038e-18	0.301710716066303	0.369	0.196	2.50842667419551e-14	"4"	"Sh3glb2"
"Dnajb141"	1.10855067942925e-18	0.35683675647573	0.278	0.129	2.61362993689034e-14	"4"	"Dnajb14"
"Mrpl211"	1.23683340195068e-18	0.251085654840181	0.315	0.152	2.91608211177911e-14	"4"	"Mrpl21"
"Tmem571"	1.32361117393385e-18	0.328595933920137	0.256	0.117	3.12067806478385e-14	"4"	"Tmem57"
"Coq2"	1.35943332907518e-18	0.304093561544636	0.386	0.208	3.20513595996055e-14	"4"	"Coq2"
"Fundc2"	1.38322863259949e-18	0.281647213577399	0.256	0.114	3.26123814707981e-14	"4"	"Fundc2"
"RP23-47P18.91"	1.51561690492213e-18	0.29083058244342	0.334	0.168	3.5733699767349e-14	"4"	"RP23-47P18.9"
"Cadm11"	1.7423577199938e-18	0.293966749877887	0.419	0.221	4.10795679642937e-14	"4"	"Cadm1"
"Tma7-ps1"	1.87624129889183e-18	0.391612827535908	0.262	0.122	4.42361411039727e-14	"4"	"Tma7-ps"
"Golga41"	1.947019297011e-18	0.273982462465453	0.323	0.16	4.59048739656283e-14	"4"	"Golga4"
"Vamp41"	2.18539466373822e-18	0.253846262511139	0.312	0.153	5.15250499869559e-14	"4"	"Vamp4"
"Fem1b1"	2.36716866141527e-18	0.33750723337269	0.33	0.168	5.58107355301878e-14	"4"	"Fem1b"
"Eif3i1"	2.56728298247613e-18	0.293745658086637	0.432	0.24	6.05288308778396e-14	"4"	"Eif3i"
"Tmem1271"	2.79238826147808e-18	0.304626714802966	0.262	0.121	6.58361380408686e-14	"4"	"Tmem127"
"Sub12"	2.86346266645962e-18	0.250539667781764	0.757	0.509	6.75118592871185e-14	"4"	"Sub1"
"Hdgf1"	3.66046174631784e-18	0.287995584146135	0.518	0.314	8.63027065929358e-14	"4"	"Hdgf"
"Nav1"	4.10781227208735e-18	0.275734897990564	0.464	0.269	9.68498899390035e-14	"4"	"Nav1"
"Prkar2a"	4.42594332016485e-18	0.300805442754361	0.304	0.149	1.04350465659527e-13	"4"	"Prkar2a"
"Psmd12"	4.60598330537572e-18	0.274622866138352	0.395	0.217	1.08595268390843e-13	"4"	"Psmd1"
"Krt10"	4.83944966327574e-18	0.251893924123815	0.323	0.158	1.14099704711052e-13	"4"	"Krt10"
"Emc41"	5.74042643234435e-18	0.3177873215147	0.286	0.137	1.35342033995383e-13	"4"	"Emc4"
"Mrps151"	5.92570712763793e-18	0.338051988353032	0.334	0.174	1.39710396948319e-13	"4"	"Mrps15"
"Bscl2"	6.11438737062507e-18	0.284060540414372	0.273	0.128	1.44158911037227e-13	"4"	"Bscl2"
"Sik32"	6.46163853539606e-18	0.302558181399685	0.375	0.201	1.52346051749033e-13	"4"	"Sik3"
"Mgea51"	6.64162325861286e-18	0.311954700887196	0.362	0.195	1.56589551568315e-13	"4"	"Mgea5"
"Dlst"	8.19209142922476e-18	0.283075627275232	0.278	0.131	1.93144939626832e-13	"4"	"Dlst"
"Marf11"	8.35909329843068e-18	0.318179209658668	0.273	0.128	1.970823426971e-13	"4"	"Marf1"
"Cacnb42"	8.59457707192752e-18	0.502488420365562	0.317	0.162	2.02634343624835e-13	"4"	"Cacnb4"
"Chchd7"	8.70199589831134e-18	0.346667775132444	0.38	0.208	2.05166957294486e-13	"4"	"Chchd7"
"RP23-126M2.12"	9.60939763788492e-18	0.253631094829862	0.423	0.233	2.26560768108413e-13	"4"	"RP23-126M2.1"
"Smim121"	1.02925874538999e-17	0.346490909343248	0.364	0.195	2.42668334400598e-13	"4"	"Smim12"
"Dync1li21"	1.10603532357964e-17	0.300176943028548	0.358	0.193	2.60769948240371e-13	"4"	"Dync1li2"
"Pdpk11"	1.53235795023248e-17	0.281613031185493	0.256	0.119	3.61284033926312e-13	"4"	"Pdpk1"
"Cnrip11"	1.62274853617215e-17	0.319676521531851	0.26	0.121	3.82595422373307e-13	"4"	"Cnrip1"
"Smdt12"	1.67307007895476e-17	0.28530288712351	0.885	0.638	3.94459732515165e-13	"4"	"Smdt1"
"Celf11"	1.76066366581446e-17	0.283146574346499	0.356	0.189	4.15111672489076e-13	"4"	"Celf1"
"Aimp11"	1.82213025162522e-17	0.295950853154429	0.286	0.138	4.29603649425678e-13	"4"	"Aimp1"
"Phip"	1.88020500881139e-17	0.255479638691345	0.325	0.167	4.43295934927461e-13	"4"	"Phip"
"Herc21"	2.46003156762087e-17	0.26525493460522	0.343	0.179	5.80001642697972e-13	"4"	"Herc2"
"Exoc31"	3.01365104966931e-17	0.303829802214366	0.321	0.165	7.10528507980533e-13	"4"	"Exoc3"
"Rbx11"	3.59014478049814e-17	0.286472624535493	0.844	0.59	8.46448434898046e-13	"4"	"Rbx1"
"Pdap11"	5.22711551039273e-17	0.28707978707679	0.458	0.271	1.23239702388529e-12	"4"	"Pdap1"
"RP23-3M10.71"	5.79984872031723e-17	0.302031194235035	0.262	0.126	1.36743033278919e-12	"4"	"RP23-3M10.7"
"Ppp2ca"	5.84513155774206e-17	0.324218887795139	0.464	0.279	1.37810666736885e-12	"4"	"Ppp2ca"
"Cebpzos1"	5.93639256427682e-17	0.252911713834147	0.377	0.206	1.39962327487955e-12	"4"	"Cebpzos"
"Pop7"	6.38230841718367e-17	0.277079708826179	0.265	0.127	1.50475685551939e-12	"4"	"Pop7"
"Mrps33"	7.60965081555027e-17	0.2532011779386	0.28	0.136	1.79412737278229e-12	"4"	"Mrps33"
"RP23-108F2.232"	9.42022482443918e-17	0.264317377232716	0.443	0.26	2.22100640685803e-12	"4"	"RP23-108F2.23"
"Elp51"	9.59898415059909e-17	0.318786984520302	0.356	0.196	2.26315249318675e-12	"4"	"Elp5"
"Zdhhc171"	1.22043157486737e-16	0.322347813535405	0.325	0.172	2.8774115240648e-12	"4"	"Zdhhc17"
"Abcb8"	1.37548536999425e-16	0.277816982277759	0.258	0.122	3.24298185683544e-12	"4"	"Abcb8"
"Acyp1"	1.42126225797527e-16	0.273159025616738	0.341	0.182	3.35091002562829e-12	"4"	"Acyp1"
"Eri31"	1.61742983258452e-16	0.258261294488992	0.321	0.168	3.81341431628453e-12	"4"	"Eri3"
"Appl11"	2.19994315832037e-16	0.309890300471457	0.258	0.124	5.18680598437195e-12	"4"	"Appl1"
"Hsp90ab13"	2.38091795719751e-16	0.305238090862828	0.898	0.63	5.61349026768457e-12	"4"	"Hsp90ab1"
"Asna1"	2.84429103188058e-16	0.274939718084937	0.315	0.165	6.70598496586484e-12	"4"	"Asna1"
"Stk251"	2.88820087592468e-16	0.31479145068235	0.252	0.119	6.80951120516761e-12	"4"	"Stk25"
"Ash1l"	4.49743814226242e-16	0.272600739149996	0.358	0.194	1.06036099080121e-11	"4"	"Ash1l"
"Galnt11"	4.8339164051091e-16	0.320551343658855	0.28	0.141	1.13969247083257e-11	"4"	"Galnt11"
"Gtf2h5"	5.00467621668084e-16	0.251159000685932	0.594	0.384	1.17995251160684e-11	"4"	"Gtf2h5"
"RP23-331E5.61"	5.6273442004795e-16	0.278125419287866	0.293	0.149	1.32675894214705e-11	"4"	"RP23-331E5.6"
"Faim1"	7.27467153902285e-16	0.286123473368912	0.382	0.22	1.71514930875542e-11	"4"	"Faim"
"Psmb4"	8.51775699029083e-16	0.25348815515794	0.486	0.3	2.00823156560087e-11	"4"	"Psmb4"
"Mgat32"	1.00880704421886e-15	0.296806876570455	0.336	0.183	2.37846436815481e-11	"4"	"Mgat3"
"Dync1li11"	1.17378165439827e-15	0.319318825825682	0.256	0.125	2.76742500657481e-11	"4"	"Dync1li1"
"Slc25a44"	1.40872904536953e-15	0.284926593091351	0.256	0.124	3.32136047026773e-11	"4"	"Slc25a44"
"Ylpm11"	1.90563230396832e-15	0.303397275603327	0.256	0.125	4.4929092830661e-11	"4"	"Ylpm1"
"Slc27a41"	2.04349841880961e-15	0.300571060186945	0.273	0.137	4.81795622202743e-11	"4"	"Slc27a4"
"Huwe1"	3.58880179523001e-15	0.251372063924997	0.302	0.158	8.46131799261379e-11	"4"	"Huwe1"
"Iqsec1"	5.53937276400399e-15	0.332809966439416	0.312	0.17	1.30601791656922e-10	"4"	"Iqsec1"
"Soga31"	7.337589917068e-15	0.279182176079148	0.254	0.125	1.72998357474712e-10	"4"	"Soga3"
"Fam171b2"	8.51819228387278e-15	0.262175226761526	0.397	0.233	2.00833419476869e-10	"4"	"Fam171b"
"Aggf1"	8.54435024870822e-15	0.261549171644501	0.26	0.131	2.01450145813794e-10	"4"	"Aggf1"
"Mecp21"	8.76600985426405e-15	0.26917493916834	0.295	0.155	2.06676214333983e-10	"4"	"Mecp2"
"Sf1"	2.16380504279322e-14	0.296608241925209	0.267	0.136	5.10160314939357e-10	"4"	"Sf1"
"Mrpl541"	2.64439317274535e-14	0.266853495175363	0.421	0.252	6.23468578338171e-10	"4"	"Mrpl54"
"Zfp292"	2.66277377073972e-14	0.252486957134471	0.289	0.15	6.27802171927305e-10	"4"	"Zfp292"
"Clns1a1"	2.70260516510599e-14	0.266902026760639	0.354	0.203	6.37193219777038e-10	"4"	"Clns1a"
"Ddx421"	3.43530343368036e-14	0.302982413811584	0.291	0.155	8.09941490558819e-10	"4"	"Ddx42"
"Ywhae1"	7.31194533331235e-14	0.260453881018577	0.924	0.68	1.72393735123505e-09	"4"	"Ywhae"
"Nucks11"	2.41555507287614e-12	0.253990056619864	0.325	0.191	5.69515419532008e-08	"4"	"Nucks1"
"Ppp2r5c1"	3.0983069584005e-12	0.251240784661986	0.33	0.194	7.30487831582085e-08	"4"	"Ppp2r5c"
"Rsrc11"	4.29919141760099e-12	0.315257378625094	0.254	0.138	1.01362036052779e-07	"4"	"Rsrc1"
"Rere"	1.09795064241594e-11	0.25614366403008	0.306	0.178	2.58863822962407e-07	"4"	"Rere"
"Grb21"	1.45149343018197e-11	0.254560411029301	0.36	0.223	3.42218606034002e-07	"4"	"Grb2"
"Smarca4"	3.07110911009974e-11	0.262311948588345	0.286	0.167	7.24075394888216e-07	"4"	"Smarca4"
"Mag1"	0	3.26035256961784	1	0.224	0	"5"	"Mag"
"Tmem141"	0	3.24683802289309	0.96	0.172	0	"5"	"Tmem141"
"Nfasc"	0	3.14790357703294	1	0.288	0	"5"	"Nfasc"
"Opalin1"	0	2.99678005956182	0.98	0.14	0	"5"	"Opalin"
"Grb141"	0	2.81180564503512	0.953	0.192	0	"5"	"Grb14"
"Tspan21"	0	2.75993409586777	1	0.265	0	"5"	"Tspan2"
"Cldn111"	0	2.68424341200971	1	0.253	0	"5"	"Cldn11"
"Adamts41"	0	2.59756314827469	0.96	0.148	0	"5"	"Adamts4"
"Sh3gl31"	0	2.57875772636714	0.991	0.225	0	"5"	"Sh3gl3"
"Kndc11"	0	2.40422858410657	0.966	0.181	0	"5"	"Kndc1"
"Mog1"	0	2.35853894520597	0.998	0.219	0	"5"	"Mog"
"Ddr11"	0	2.32441286000832	0.978	0.203	0	"5"	"Ddr1"
"Sema4d1"	0	2.30377769380672	0.944	0.199	0	"5"	"Sema4d"
"Plekha11"	0	2.24451828639861	0.978	0.183	0	"5"	"Plekha1"
"Lpar11"	0	2.2368439595965	0.973	0.18	0	"5"	"Lpar1"
"Enpp21"	0	2.19034929700078	0.993	0.233	0	"5"	"Enpp2"
"Lgi31"	0	2.16099444483161	0.982	0.224	0	"5"	"Lgi3"
"Serinc51"	0	2.15581914633081	0.863	0.152	0	"5"	"Serinc5"
"Ctps"	0	2.1544749347364	0.726	0.078	0	"5"	"Ctps"
"Efnb31"	0	2.12243009363083	0.987	0.225	0	"5"	"Efnb3"
"Fam214a"	0	2.10336167709544	0.8	0.094	0	"5"	"Fam214a"
"Erbb31"	0	2.03444258676677	0.839	0.096	0	"5"	"Erbb3"
"Zdhhc91"	0	1.98844204012504	0.91	0.142	0	"5"	"Zdhhc9"
"Tspan151"	0	1.98028048671189	0.93	0.182	0	"5"	"Tspan15"
"Gjc21"	0	1.95066962358089	0.881	0.128	0	"5"	"Gjc2"
"Sytl21"	0	1.92820160760095	0.901	0.14	0	"5"	"Sytl2"
"Mcam1"	0	1.90900542103745	0.783	0.073	0	"5"	"Mcam"
"Phldb11"	0	1.88317970974768	0.948	0.188	0	"5"	"Phldb1"
"Klhl21"	0	1.84630660802615	0.933	0.194	0	"5"	"Klhl2"
"RP24-131B6.11"	0	1.80624769656672	0.904	0.148	0	"5"	"RP24-131B6.1"
"Clmn1"	0	1.7802056405157	0.814	0.129	0	"5"	"Clmn"
"Ick1"	0	1.69847955827156	0.87	0.148	0	"5"	"Ick"
"Tmem1251"	0	1.67635299479507	0.807	0.119	0	"5"	"Tmem125"
"Ypel21"	0	1.65219916464558	0.814	0.128	0	"5"	"Ypel2"
"S1pr51"	0	1.56807066231461	0.738	0.103	0	"5"	"S1pr5"
"Tjap11"	0	1.55591805075383	0.825	0.129	0	"5"	"Tjap1"
"RP23-61A11.2"	0	1.51434937282179	0.471	0.018	0	"5"	"RP23-61A11.2"
"Onecut2"	0	1.47453545216503	0.513	0.031	0	"5"	"Onecut2"
"Nipal41"	0	1.42196998003452	0.621	0.058	0	"5"	"Nipal4"
"RP23-401P15.1"	0	1.04344565758784	0.415	0.02	0	"5"	"RP23-401P15.1"
"Rasal1"	0	1.00512956856887	0.388	0.018	0	"5"	"Rasal1"
"Tmem88b1"	2.39278520617605e-306	1.93278688799552	0.978	0.201	5.64146968060127e-302	"5"	"Tmem88b"
"Ptprd1"	1.25993786900223e-304	2.32497676473913	0.993	0.304	2.97055551374656e-300	"5"	"Ptprd"
"Tmeff21"	1.25620633634165e-301	2.32635468214167	0.991	0.266	2.96175767919271e-297	"5"	"Tmeff2"
"RP23-291B1.21"	1.95157254514381e-301	1.49195957753233	0.733	0.102	4.60122258968557e-297	"5"	"RP23-291B1.2"
"Ank31"	1.84742454091007e-293	2.65386961786612	0.996	0.364	4.35567284010366e-289	"5"	"Ank3"
"Slc12a21"	6.39111369607884e-290	1.83332754563913	0.962	0.218	1.50683287612451e-285	"5"	"Slc12a2"
"Man1a"	1.61444042814667e-289	1.19042919003984	0.538	0.05	3.80636619744141e-285	"5"	"Man1a"
"Gal3st11"	1.5012006953578e-288	1.71396003518618	0.886	0.167	3.53938087944509e-284	"5"	"Gal3st1"
"Clic42"	2.87860890694594e-288	2.10479150100117	0.969	0.244	6.78689621990643e-284	"5"	"Clic4"
"Cnp1"	6.02349419573597e-288	2.57493401695024	1	0.402	1.42015922652867e-283	"5"	"Cnp"
"Dock101"	8.94410271598162e-288	1.68321400962325	0.888	0.169	2.10875109734699e-283	"5"	"Dock10"
"Fgfr21"	2.85955451357669e-287	1.50128884714128	0.758	0.117	6.74197167665977e-283	"5"	"Fgfr2"
"Pdlim21"	9.66144535342296e-286	1.96903960031687	0.953	0.205	2.27787897097653e-281	"5"	"Pdlim2"
"Gamt1"	2.34618057408703e-285	1.8418603151779	0.859	0.164	5.531589939525e-281	"5"	"Gamt"
"Dusp10"	3.14449080428329e-285	1.19267008173063	0.52	0.048	7.41376596925872e-281	"5"	"Dusp10"
"Nudt41"	1.0634966508004e-284	2.2529410683569	0.964	0.262	2.50740605359209e-280	"5"	"Nudt4"
"Creb51"	3.78963840316603e-284	1.49455191568953	0.711	0.102	8.93483046314456e-280	"5"	"Creb5"
"Mobp1"	5.06450603677545e-284	2.72755042102887	1	0.415	1.19405858829055e-279	"5"	"Mobp"
"Gsn1"	1.67793510080258e-283	1.82967870795198	0.944	0.188	3.95606758716224e-279	"5"	"Gsn"
"Prickle1"	1.90279499010836e-282	1.40193471525134	0.733	0.109	4.48621974817848e-278	"5"	"Prickle1"
"Zfp5361"	3.04494206918858e-282	1.48988461189792	0.74	0.113	7.17905991652592e-278	"5"	"Zfp536"
"Fcnaos"	1.46868646599286e-280	0.832727672561321	0.309	0.011	3.46272208087137e-276	"5"	"Fcnaos"
"Sox2ot1"	1.01892277281484e-279	1.75090733851402	0.917	0.188	2.40231422146555e-275	"5"	"Sox2ot"
"Bmp1"	1.3913643513905e-279	1.36692634302895	0.684	0.091	3.28041973127338e-275	"5"	"Bmp1"
"Pex5l1"	1.47051760594768e-279	1.66969618256371	0.825	0.151	3.46703935954284e-275	"5"	"Pex5l"
"Ermn1"	3.67535815022224e-276	1.66092843491294	0.913	0.164	8.66539191077898e-272	"5"	"Ermn"
"Pllp1"	4.28300269714922e-276	1.74870862349825	0.966	0.217	1.00980354590687e-271	"5"	"Pllp"
"Myrf1"	1.07401912244174e-273	1.59295656964333	0.814	0.146	2.5322148849809e-269	"5"	"Myrf"
"Fa2h1"	1.54147319396151e-272	1.76457398478829	0.975	0.195	3.63433134940305e-268	"5"	"Fa2h"
"H2-Ab1"	7.58419350380315e-272	0.985512429735188	0.41	0.027	1.78812530239167e-267	"5"	"H2-Ab1"
"Tmem151a1"	1.25577490366491e-271	1.89076100957526	0.991	0.267	2.96074049037075e-267	"5"	"Tmem151a"
"Tprn1"	5.42596935944328e-271	1.49760048417341	0.821	0.146	1.27928079587594e-266	"5"	"Tprn"
"Nkx6-21"	8.75257409113471e-270	1.49611365319527	0.809	0.139	2.06359439346683e-265	"5"	"Nkx6-2"
"Desi11"	8.78166901835388e-270	2.01589339049143	0.982	0.274	2.07045410445730e-265	"5"	"Desi1"
"Smad71"	8.94088657347509e-270	1.70101044716625	0.919	0.205	2.10799282742822e-265	"5"	"Smad7"
"Fam102a1"	4.23887088270535e-269	1.44326573935708	0.76	0.13	9.9939858801544e-265	"5"	"Fam102a"
"Rap2a"	6.60843995658344e-269	1.84866983904911	0.825	0.165	1.55807188856368e-264	"5"	"Rap2a"
"Aatk1"	4.74376426962608e-267	2.05459432648927	0.984	0.305	1.11843730184974e-262	"5"	"Aatk"
"Arhgap231"	2.47353851982964e-266	1.59966929269279	0.879	0.182	5.83186176820233e-262	"5"	"Arhgap23"
"Tppp1"	8.53227334841475e-266	2.02689441343769	0.987	0.316	2.01165408735574e-261	"5"	"Tppp"
"Birc21"	2.98727947745811e-265	2.37821680264105	0.661	0.098	7.04310882400298e-261	"5"	"Birc2"
"Ccp1101"	6.59166469880191e-262	1.41953067933152	0.749	0.126	1.55411678603653e-257	"5"	"Ccp110"
"Btbd16"	4.58780896523668e-261	0.888622151918582	0.361	0.021	1.08166771973385e-256	"5"	"Btbd16"
"Ppp1r16b1"	3.59505938934793e-259	1.64676080833062	0.904	0.204	8.47607152226562e-255	"5"	"Ppp1r16b"
"Sbf11"	2.49219204331409e-258	1.58560754633166	0.848	0.18	5.87584118052163e-254	"5"	"Sbf1"
"Il23a"	2.80521380241129e-258	1.00473722609739	0.307	0.013	6.6138525819451e-254	"5"	"Il23a"
"Tyro31"	7.40064006046276e-258	1.53819034488438	0.8	0.149	1.7448489070553e-253	"5"	"Tyro3"
"Gab11"	1.95761684831685e-256	1.49315890316073	0.859	0.17	4.61547324327665e-252	"5"	"Gab1"
"Foxn31"	4.48477256566694e-254	1.90334887705227	0.991	0.316	1.0573748278073e-249	"5"	"Foxn3"
"Setd81"	1.91280795190951e-252	1.55815666928783	0.76	0.141	4.50982730821704e-248	"5"	"Setd8"
"Igsf81"	7.97064269103046e-252	1.82707024652857	0.89	0.224	1.87923842726425e-247	"5"	"Igsf8"
"Srcin11"	2.10536494445666e-251	1.7855868608973	0.951	0.262	4.96381892954547e-247	"5"	"Srcin1"
"Arpc1a1"	2.29748538803254e-251	2.14142357660172	0.998	0.439	5.41678129936432e-247	"5"	"Arpc1a"
"Daam11"	9.100666727041e-251	1.5661984978153	0.848	0.177	2.14566419423446e-246	"5"	"Daam1"
"Elovl61"	1.80094936679741e-249	1.85113713180922	0.946	0.268	4.24609832209827e-245	"5"	"Elovl6"
"Cers21"	1.17280067640462e-248	1.73795736934256	0.964	0.254	2.76511215475916e-244	"5"	"Cers2"
"Bin11"	7.90045966230949e-247	1.98085276731846	0.982	0.328	1.86269137458271e-242	"5"	"Bin1"
"Gpr17"	1.44586068520494e-246	0.614609618206139	0.735	0.11	3.40890573750769e-242	"5"	"Gpr17"
"Olig11"	1.14088495824464e-245	1.94330123622449	0.998	0.347	2.68986446605339e-241	"5"	"Olig1"
"Sema6a"	1.81764447787338e-245	1.98715684082882	0.863	0.204	4.28546038548206e-241	"5"	"Sema6a"
"Phlda31"	3.44349461470681e-244	1.87927492045873	0.96	0.293	8.11872725309424e-240	"5"	"Phlda3"
"Sirt21"	3.12154460181419e-243	1.95869071620566	0.996	0.375	7.35966570769731e-239	"5"	"Sirt2"
"Josd21"	4.74263308752042e-243	1.83077227571741	0.982	0.28	1.11817060304469e-238	"5"	"Josd2"
"RP24-209I7.21"	6.89494449552336e-243	1.62145126932114	0.957	0.222	1.62562106370954e-238	"5"	"RP24-209I7.2"
"Ipo131"	8.58412911333087e-243	1.29141331887799	0.686	0.109	2.02388012105002e-238	"5"	"Ipo13"
"Capn5"	2.04086051401754e-242	1.19301210085955	0.574	0.075	4.81173683389915e-238	"5"	"Capn5"
"Klf132"	8.61796311326849e-242	2.13343631735476	1	0.557	2.03185716321531e-237	"5"	"Klf13"
"Erbb2ip1"	6.53315141162989e-241	1.35030620899884	0.758	0.137	1.54032110831998e-236	"5"	"Erbb2ip"
"Jam31"	1.77639086194031e-240	1.4452409080679	0.848	0.175	4.18819673519667e-236	"5"	"Jam3"
"Micall11"	3.30747814074034e-240	1.3451325169485	0.704	0.119	7.7980412124235e-236	"5"	"Micall1"
"Map6d11"	1.90316619442822e-239	1.3473258595555	0.767	0.141	4.48709493660342e-235	"5"	"Map6d1"
"Ninj21"	3.31720028967585e-239	1.17419725237629	0.509	0.057	7.82096312296875e-235	"5"	"Ninj2"
"Prr181"	9.64503911754411e-239	1.30643167356082	0.771	0.138	2.27401087274337e-234	"5"	"Prr18"
"Dusp16"	6.2062424778315e-238	1.11960029686042	0.54	0.065	1.46324578899833e-233	"5"	"Dusp16"
"Gpr371"	6.37533631150479e-236	1.41322652618957	0.809	0.159	1.50311304216348e-231	"5"	"Gpr37"
"Slc25a381"	3.27735146241117e-234	1.46681084663913	0.682	0.117	7.72701154292682e-230	"5"	"Slc25a38"
"Anks1b1"	1.57489234826703e-233	1.75738817587739	0.991	0.308	3.71312368950917e-229	"5"	"Anks1b"
"Syt111"	2.50429721070347e-233	1.96642388412968	1	0.549	5.90438153367558e-229	"5"	"Syt11"
"Mapk8ip11"	1.05744617490558e-232	1.69139630550295	0.969	0.31	2.49314084657489e-228	"5"	"Mapk8ip1"
"Pak13"	1.56867062396135e-231	1.69954099845236	0.928	0.261	3.69845473011367e-227	"5"	"Pak1"
"Gpr621"	1.41655656788014e-230	1.27522487997676	0.635	0.098	3.33981542009101e-226	"5"	"Gpr62"
"Qdpr1"	3.0045500750049e-230	1.76287272655979	0.953	0.272	7.08382771183906e-226	"5"	"Qdpr"
"Plekhb11"	6.10198991769367e-230	1.6199648110808	0.957	0.245	1.43866616289464e-225	"5"	"Plekhb1"
"Pcdh91"	8.7358820653255e-228	1.84956654997356	0.998	0.359	2.05965891454179e-223	"5"	"Pcdh9"
"Tnni1"	1.0895270184924e-227	0.867700961403489	0.35	0.024	2.56877785149954e-223	"5"	"Tnni1"
"Adi11"	4.36093821868487e-226	1.42519394796131	0.872	0.189	1.02817840381933e-221	"5"	"Adi1"
"Cdc42ep21"	4.42931616767971e-226	1.37043936535915	0.666	0.113	1.04429987285385e-221	"5"	"Cdc42ep2"
"Ttll71"	4.25974496765761e-225	1.66963039332936	0.91	0.243	1.00432007102463e-220	"5"	"Ttll7"
"Slain11"	1.17543891097935e-224	1.38493365929564	0.839	0.173	2.77133232041602e-220	"5"	"Slain1"
"Snx151"	1.35426028363639e-223	1.38254993225614	0.809	0.177	3.19293947072952e-219	"5"	"Snx15"
"Elovl71"	3.317811758877e-221	1.27671886616604	0.668	0.112	7.82240478390431e-217	"5"	"Elovl7"
"Map71"	1.5383990612495e-220	1.33843745782604	0.783	0.158	3.62708346670795e-216	"5"	"Map7"
"Arap21"	2.9838102122936e-220	1.09039568958973	0.581	0.082	7.03492933752462e-216	"5"	"Arap2"
"Galnt61"	3.13938497277183e-220	1.11788137988058	0.538	0.07	7.40172795030415e-216	"5"	"Galnt6"
"Add11"	4.61298865331459e-220	1.8265113403571	0.886	0.258	1.08760433479198e-215	"5"	"Add1"
"Thbs31"	1.45990496905517e-219	1.00553736450539	0.617	0.091	3.44201794554138e-215	"5"	"Thbs3"
"H2afj"	1.99713199930746e-219	1.36798731307284	0.774	0.16	4.70863811476721e-215	"5"	"H2afj"
"RP24-330P10.21"	7.82497109598235e-219	1.20046771136892	0.635	0.102	1.84489343529976e-214	"5"	"RP24-330P10.2"
"Abca21"	1.15001103589095e-218	1.57134756149754	0.957	0.273	2.7113810193201e-214	"5"	"Abca2"
"Tbc1d16"	3.77632618289391e-217	0.986577351053842	0.513	0.064	8.90344424140897e-213	"5"	"Tbc1d16"
"Shisa41"	5.55787792434689e-217	1.73824996830322	0.987	0.344	1.31038087822327e-212	"5"	"Shisa4"
"Map1a2"	1.01231584674084e-216	1.64565378829955	0.922	0.284	2.38673707186089e-212	"5"	"Map1a"
"Slk1"	1.06579770859483e-214	1.1428169452576	0.63	0.103	2.51283125755404e-210	"5"	"Slk"
"Ablim2"	2.79562185777933e-214	1.28968432213481	0.661	0.117	6.59123765408632e-210	"5"	"Ablim2"
"Arpc1b2"	1.24193262754814e-213	1.79422255783716	0.989	0.349	2.92810455597024e-209	"5"	"Arpc1b"
"Secisbp2l1"	6.44950705324023e-213	1.46670580583958	0.933	0.242	1.52060027794245e-208	"5"	"Secisbp2l"
"Kcna11"	1.99735397185287e-212	1.61662364624866	0.854	0.211	4.70916145943752e-208	"5"	"Kcna1"
"Dip2a1"	1.04364539581606e-210	1.33469923445296	0.787	0.171	2.46060274971551e-206	"5"	"Dip2a"
"Fam57a1"	4.60542013194944e-210	1.13396023853271	0.619	0.1	1.08581990450972e-205	"5"	"Fam57a"
"Ppp1r14a1"	6.20037603834459e-208	1.65569105801846	0.848	0.188	1.4618626585605e-203	"5"	"Ppp1r14a"
"Mal1"	2.01426281694127e-206	1.99457658361977	0.89	0.23	4.74902744350243e-202	"5"	"Mal"
"Dubr1"	2.09037521194279e-205	1.14485825229576	0.529	0.075	4.92847763719751e-201	"5"	"Dubr"
"Gas72"	8.13720066146584e-205	1.69213432060341	1	0.388	1.9185077999538e-200	"5"	"Gas7"
"Hmgcs11"	2.05355962344579e-202	1.81518279015106	0.996	0.383	4.84167752419814e-198	"5"	"Hmgcs1"
"Rab7b1"	1.26628393209891e-201	1.10745010036668	0.57	0.086	2.9855176267096e-197	"5"	"Rab7b"
"Tssc4"	7.32249494489379e-201	1.55280654057519	0.76	0.175	1.72642463315761e-196	"5"	"Tssc4"
"Ano41"	3.24057564993851e-200	0.934452356547259	0.475	0.059	7.64030520986003e-196	"5"	"Ano4"
"Prima1"	9.07200268263981e-200	1.0157857553635	0.361	0.032	2.13890607248599e-195	"5"	"Prima1"
"Dlg11"	8.39217864227229e-199	1.03510644561338	0.583	0.093	1.97862395848854e-194	"5"	"Dlg1"
"Slc22a231"	1.03577000076368e-198	1.35054487210006	0.783	0.18	2.44203493080053e-194	"5"	"Slc22a23"
"Strn1"	5.58273366347193e-197	1.25812974132407	0.733	0.156	1.31624111583678e-192	"5"	"Strn"
